"sgrna","linear","quadratic","freq","mean_delta","frac_low","frac_high","q10_dev","q25_dev","q50_dev","q75_dev","q90_dev","wasserstein_dist"
"sg38",0.00152904467988125,0.000489030680495747,50,0.0126361586173882,0.12,0.08,-0.0423173284085578,-0.0678659705196303,-0.0498332854752874,-0.0728321782890262,-0.112184867899169,0.148660705724914
"sg39",0.0166799300260589,-0.0293117570222603,51,0.129310302690298,0.0392156862745098,0.0784313725490196,0.284932317709114,0.264929625103916,0.077363535834845,0.0229029692509766,-0.174427478127559,0.205102687491793
"sg40",0.0219436477954881,-0.0135065025481141,57,0.168475963747909,0.0701754385964912,0.105263157894737,0.213311076745208,0.226648099491921,-0.147088006732814,0.430371031450681,-0.0328470282001128,0.231101155093426
"sg41",0.0100002686084452,-0.0393160048178819,52,0.103141350053329,0.0769230769230769,0.0769230769230769,0.109316747516244,0.367164527743595,0.413351661434399,-0.174888423320137,-0.361559211774056,0.267440009913505
"sg42",-0.00719570920743203,0.0136299919423626,50,-0.0556171118399487,0.1,0.08,0.0642304949010626,0.0605540835319385,-0.234867162522324,0.294067185500763,-0.0294326238390052,0.160465413799486
"sg43",-0.0170422176360269,-0.0104613612312648,41,-0.1812011839551,0.0975609756097561,0.0731707317073171,0.109141868444969,0.00398479150761588,-0.156000304774064,-0.457074997259969,-0.0426939774911457,0.22032397694588
"sg44",-0.00809577142055058,-0.00439110171685395,55,-0.0372532948107018,0.145454545454545,0.0545454545454545,-0.05937419552113,-0.176325398998955,-0.0203293539750415,0.116839609736491,-0.336207071248612,0.192694644477555
"sg45",-0.0152000737301905,-0.0157420798330694,44,-0.159068229651174,0.0681818181818182,0.0909090909090909,0.178780740227216,-0.00366800724930982,-0.15467051325456,-0.55044593217165,-0.0990842759855308,0.233683723986469
"sg46",0.0206522893424355,0.00788920925284566,65,0.15238908411555,0.107692307692308,0.123076923076923,0.00288302395994222,0.138398275538853,0.0263174275080864,0.172159557556414,0.188178960992524,0.179297842494225
"sg47",-0.0144935240561758,-0.0146986689232533,49,-0.104130170925004,0.102040816326531,0.0816326530612245,0.0176165515285724,0.131084062869183,-0.094239071153071,-0.389271341591916,-0.331516467958329,0.165125969719156
"sg48",0.0374459978657783,-0.00964573103891396,52,0.28503757702215,0.0384615384615385,0.134615384615385,0.372965228235584,0.258873934821112,-0.086667639487267,0.485771395370181,0.123380165722168,0.327175749320366
"sg49",-0.0554698290188574,-0.0121868479438099,50,-0.501264564612551,0.1,0.02,-5.59562168547245e-05,-0.127554918708784,-0.430047286797272,-1.2586174722582,-0.567571919665994,0.533244063447129
"sg50",-0.0224514194730646,0.00517960262348599,49,-0.248127536053175,0.122448979591837,0.0204081632653061,-0.173118386318096,-0.233770815628075,-0.460912583609112,-0.258825282280657,-0.356640966430772,0.251633065190386
"sg51",-0.0199853039454066,0.0113961296883749,56,-0.289550081145864,0.0892857142857143,0.0892857142857143,0.106776659555951,-0.00949234737165838,-0.469438366962773,-0.66321153220451,-0.0312236355591224,0.367258306258836
"sg52",0.0181063272314296,-0.012843339853664,44,0.155995225228271,0.0454545454545455,0.113636363636364,0.421377331327756,0.0172030241944174,0.109030382841528,0.348842607326622,0.0967428000230033,0.170545391772583
"sg53",-0.0140152972036584,0.00325877956789648,59,-0.0836445841703028,0.101694915254237,0.0847457627118644,0.0311724691990314,-0.0958285570697797,-0.206024499636699,0.0104724987542681,-0.249554252385785,0.112082001023237
"sg54",0.00534720145792001,0.0035144782117909,52,-0.0135136288518769,0.0961538461538462,0.115384615384615,0.027702894347243,-0.031226156901738,-0.145470256065108,-0.0496192526362425,0.0403122055339651,0.10725062491274
"sg55",-0.0228438839658618,0.0162039305370847,55,-0.26246470204566,0.0909090909090909,0.0909090909090909,0.0286761423801405,-0.346988952049882,-0.41644008500843,-0.181800097599826,-0.0807813869352358,0.275106508654511
"sg56",-0.0135262219396993,-0.0110498821007281,47,-0.119285241457728,0.0638297872340425,0.0638297872340425,0.234274779767103,-0.100774641414526,-0.408181395355403,-0.132209208075938,-0.222053886150057,0.199094670404542
"sg57",-0.0189271155308555,-0.0232360939333184,56,-0.147797460761719,0.0714285714285714,0.0535714285714286,0.236287451045401,0.0624575849941316,-0.170325805107426,-0.305527544467209,-0.189062975174473,0.240643491026152
"sg58",-0.0123412507850736,-0.011673141184572,41,-0.158507080418209,0.121951219512195,0.0487804878048781,-0.0375666798064511,0.004194966886514,-0.388427171434307,-0.00924839033271496,-0.405657209824007,0.222247603118191
"sg59",-0.0102447967066614,0.0195118601699196,53,-0.0455439150640551,0.0943396226415094,0.132075471698113,0.15349853186372,-0.12122375163495,-0.245118202186964,0.169849719050655,0.145153100626327,0.178525059519079
"sg60",0.00219785403336076,-0.0252066347077416,56,-0.0267481720277374,0.0535714285714286,0.0892857142857143,0.491105492286932,0.19419661836335,-0.118298853800415,-0.437098643701162,-0.0966695970390656,0.241318305752895
